sex=female,country of birth,log # of previous penal cases,age in years,age at first penal case,offence type,11-20 previous case,>20 previous case,age squared,recidivism_in_4y
0,1,1.098612289,27.48838362,19.47429519,4,0,0,60.22146688,0
0,1,0.0,26.03026833,26.03026833,7,0,0,84.97824292,1
0,6,0.0,24.32693301,24.32693301,7,0,0,119.2835258,0
0,1,1.945910149,37.10342878,16.73123156,1,0,0,3.440268219,0
0,1,2.302585093,46.157007,22.50513347,8,0,0,118.9926282,0
0,1,1.609437912,22.63002139,20.37134595,1,0,0,159.2293532,0
0,1,0.0,47.70366276,25.44072673,4,0,1,155.127772,1
0,4,0.0,47.34427041,16.47775769,4,0,1,146.3044499,1
0,1,0.0,19.75531397,19.75531397,5,0,0,240.0429277,0
0,7,0.0,30.275154,30.275154,4,0,0,24.73549107,0
0,3,0.0,26.06811209,15.93976728,4,1,0,84.28196006,1
0,6,0.0,20.497588,20.497588,6,0,0,217.59332200000003,0
0,1,0.0,60.82140936,60.82140936,7,0,0,653.9669022999999,0
1,1,0.0,21.55592019,21.55592019,7,0,0,187.4903779,0
0,5,1.945910149,38.80082136,35.10329217,8,0,0,12.61804372,0
0,1,0.0,56.36687201,56.36687201,7,0,0,445.9800283,0
0,1,0.0,20.3500026,20.3500026,8,0,0,221.9691811,1
0,1,2.197224577,26.46841376,16.92643382,1,0,0,77.09224596,0
0,1,0.693147181,24.15942499,20.81798071,1,0,0,122.9705293,0
0,1,1.945910149,32.58042437,15.53767869,7,0,0,7.119336099,0
0,1,0.0,24.43258042,15.79192334,1,1,0,116.9869884,1
1,1,1.098612289,34.11920786,33.52419211,4,0,0,1.275600632,0
0,1,0.0,35.74271675,14.16221915,3,0,1,0.244118973,0
1,1,0.0,40.05817803,40.05817803,7,0,0,23.13172558,0
0,6,0.0,26.0752909,26.0752909,5,0,0,84.15020118,0
0,1,1.945910149,58.51334702,30.7926078,7,0,0,541.2469291,1
0,1,0.0,21.09958327,21.09958327,4,0,0,200.1956018,0
0,1,0.0,22.83808493,22.83808493,5,0,0,154.0216978,0
0,1,0.0,36.00190281,12.89769564,1,1,0,0.567415743,1
0,2,0.0,30.11635866,19.78097194,2,1,0,26.34023759,1
0,6,0.0,25.18001369,25.18001369,3,0,0,101.3770903,0
1,1,0.0,27.94524298,27.94524298,8,0,0,53.33950241,0
1,7,0.0,44.71600949,44.71600949,7,0,0,89.63122185,1
0,1,1.098612289,20.67077344,17.16777302,8,0,0,212.5139827,0
0,1,0.0,23.20200554,23.20200554,8,0,0,145.12122769999996,0
0,1,0.0,64.24606725,64.24606725,7,0,0,840.8512065,1
0,1,1.098612289,25.60259766,22.52312036,7,0,0,93.04599335,1
0,1,1.609437912,46.91581109,26.974874100000005,1,0,0,136.12304980000002,0
0,7,0.0,36.64808978,36.64808978,4,0,0,1.958479911,0
0,2,1.791759469,30.63340384,22.25767131,7,0,0,21.30033811,0
0,1,0.693147181,63.00068446,42.07125165,4,0,0,770.176373,0
0,3,0.0,49.71937029,40.43531828,4,0,1,209.4022444,1
0,1,0.0,31.41957563,31.41957563,7,0,0,14.66167858,0
0,1,0.0,21.70841889,21.70841889,6,0,0,183.337392,1
1,1,0.0,52.6201997,52.6201997,1,0,0,301.7713374,0
0,1,1.386294361,45.69761731,22.36824093,6,0,0,109.1812778,0
0,1,1.098612289,18.98470758,15.85175213,4,0,0,264.5152626,0
0,6,0.0,39.87717073,39.87717073,8,0,0,21.42336361,0
0,1,1.386294361,55.07567220000001,43.30374892,7,0,0,393.1114924,0
0,6,0.0,27.53859156,27.53859156,4,0,0,59.44473551,0
1,1,0.0,36.18015553,36.18015553,8,0,0,0.867734638,0
0,1,1.791759469,46.46512992,23.8236987,1,0,0,125.8098083,1
0,1,1.791759469,30.13004791,23.20718435,6,0,0,26.19991098,1
0,1,0.693147181,37.37166324,35.10521374,8,0,0,4.507258382,1
0,1,0.0,35.98992293,17.18643721,1,1,0,0.549511104,1
0,1,0.0,34.50949001,16.7001065,1,0,1,0.546332021,1
0,1,0.693147181,69.49782521,44.95550992,1,0,0,1173.007183,0
0,1,1.098612289,25.89459274,21.50236789,4,0,0,87.49806485,1
0,1,1.386294361,20.71809906,18.41752225,5,0,0,211.1364099,1
0,1,0.693147181,47.3460715,36.24093087,1,0,0,146.34802380000002,0
0,1,0.693147181,37.22728747,20.104521,7,0,0,3.915074402,0
0,1,1.098612289,25.1918072,17.8573157,7,0,0,101.1397405,1
0,1,1.791759469,48.86896427,21.65863469,7,0,0,185.5134302,0
0,1,1.098612289,51.7765716,31.07974247,8,0,0,273.1727619,0
0,5,1.098612289,36.35318275,27.94749233,4,0,0,1.220030655,0
1,1,0.0,70.55167693,70.55167693,4,0,0,1246.304927,0
0,1,0.0,48.35903123,18.73934878,5,1,0,171.8825477,0
0,3,1.098612289,27.41571314,18.23682409,1,0,0,61.35462997,0
0,1,0.0,38.77571526,17.1673035,1,0,1,12.44031089,1
0,1,0.0,44.42943342,44.42943342,7,0,0,84.28710046,0
0,1,0.0,42.66392882,17.87825763,4,0,1,54.9866154,1
0,2,2.079441542,47.28680733,26.31895962,8,0,0,144.9176467,1
0,5,0.0,29.8277292,29.8277292,1,0,0,29.38619555,0
0,1,2.397895273,20.99383984,13.59249287,1,0,0,203.1991217,1
0,1,0.0,31.54277892,31.54277892,1,0,0,13.73335279,0
0,4,0.0,37.70568104,37.70568104,6,0,0,6.037086188,0
0,5,1.791759469,58.75154004,40.75312812,4,0,0,552.38665,0
0,4,1.098612289,19.18606089,15.732587300000002,7,0,0,258.0062156,1
0,5,1.098612289,43.56048771,21.29788571,1,0,0,69.08693252,0
0,1,0.693147181,27.89926956,25.89394986,7,0,0,54.01313967,0
0,7,1.098612289,18.35310613,16.44801186,8,0,0,285.4588206,1
0,4,0.0,29.62902122,29.62902122,6,0,0,31.58003403,0
0,1,0.0,28.63417006,13.32517457,1,1,0,43.75111702,1
0,6,0.693147181,24.6954141,22.14899048,7,0,0,111.3704244,0
0,1,0.0,29.27036277,29.27036277,2,0,0,35.73971229,0
0,6,0.0,27.89048597,27.89048597,4,0,0,54.14232439999999,0
0,1,0.0,39.75359343,39.75359343,7,0,0,20.29467051,0
0,6,0.0,33.78507871,33.78507871,4,0,0,2.141990486,0
0,1,1.386294361,35.64223011,15.34333815,8,0,0,0.154918866,0
1,7,0.0,31.04293264,31.04293264,4,0,0,17.68791363,0
1,1,2.079441542,39.4289086,22.21492129,4,0,0,17.47470598,0
0,1,1.386294361,20.96473518,19.45242984,5,0,0,204.0297304,1
0,7,0.693147181,26.13793685,26.05215872,4,0,0,83.00478017,0
0,1,1.609437912,54.02327173,27.18959617,7,0,0,352.487068,0
0,1,1.386294361,32.3559206,17.62695195,5,0,0,8.367783702999999,0
1,7,0.0,21.4722566,21.4722566,4,0,0,189.7885404,0
0,1,1.609437912,68.90981342,58.86258816,5,0,0,1133.075083,0
0,1,0.693147181,49.17123954,44.77520078,7,0,0,193.8389793,1
0,6,0.0,51.27632713,51.27632713,7,0,0,256.8869864,1
0,1,0.0,41.8632551,12.84244841,4,1,0,43.75322847,1
1,1,0.0,23.81262507,23.81262507,4,0,0,130.7822721,0
0,1,2.079441542,55.03393489999999,48.79945243,8,0,0,391.4581803,1
0,1,1.098612289,38.90668159,24.03559206,7,0,0,13.38132116,0
1,1,0.0,27.5090928,27.5090928,8,0,0,59.90047897,0
0,1,0.0,38.74707224,38.74707224,7,0,0,12.23907872,0
1,1,0.693147181,18.24503765,17.06738713,4,0,0,289.1222473,0
0,4,1.386294361,35.1211499,31.5543099,3,0,0,0.0162518839999999,1
1,6,0.0,55.50718686,55.50718686,4,0,0,410.4090136,1
1,1,0.693147181,40.15058179,32.7372162,8,0,0,24.0291042,0
0,1,0.0,32.6041481,32.6041481,6,0,0,6.993299199,0
0,1,1.791759469,23.17137558,18.15195072,7,0,0,145.8601413,0
0,1,0.0,29.50034223,29.50034223,6,0,0,33.04284415,0
0,1,1.386294361,37.4573568,17.03916239,6,0,0,4.878461833999999,0
1,3,1.098612289,31.98995833,27.24709103,4,0,0,10.61895912,0
0,1,0.0,56.32720736,56.32720736,7,0,0,444.3063066000001,0
0,1,0.0,48.23545517,48.23545517,7,0,0,168.6575559,1
0,4,0.0,44.97684041,26.02254538,5,0,1,94.63802388,1
0,3,0.0,19.00068446,19.00068446,4,0,0,263.99582430000004,1
0,1,1.098612289,34.94917643,23.76180698,6,0,0,0.089674103,0
0,6,0.0,28.56611998,28.56611998,7,0,0,44.65597718,0
0,1,0.693147181,18.4476386,15.43603002,6,0,0,282.27340510000005,1
0,1,1.098612289,52.87658501,50.5978788,4,0,0,310.7446999,1
0,5,0.0,40.59137577,40.59137577,4,0,0,28.54490273,1
0,1,0.0,49.44010951,18.30398646,1,1,0,201.3980121,0
0,6,0.0,23.28268309,23.28268309,6,0,0,143.1839517,0
0,1,1.945910149,33.48167424,28.80678341,4,0,0,3.122142457,1
0,1,1.791759469,33.36704059,16.99478785,5,0,0,3.540389158,0
0,4,0.0,51.67693361,51.67693361,1,0,0,269.8890683,0
0,1,1.609437912,50.9509445,25.48117728,7,0,0,246.5625934,0
0,2,0.0,47.58879202,23.85763176,4,0,1,152.27953019999998,1
0,1,0.0,23.16221766,23.16221766,8,0,0,146.0814303,0
1,1,2.079441542,44.30350271,18.2477755,8,0,0,81.99066951,1
0,1,0.0,20.50423803,20.50423803,7,0,0,217.3971764,1
0,1,1.098612289,57.07414233,39.7809893,7,0,0,476.3528674,0
0,1,0.0,32.72564606,32.72564606,7,0,0,6.365461971,0
0,1,0.0,30.13993631,30.13993631,7,0,0,26.09877958,0
0,1,1.098612289,48.40793977,37.68104038,8,0,0,173.1673606,1
0,1,0.693147181,54.40657084,54.11088296,8,0,0,367.026591,1
0,7,0.693147181,19.43600274,17.96555622,7,0,0,250.0392686,1
0,1,0.0,26.35635048,26.35635048,7,0,0,79.07268433,0
0,7,0.0,29.11430527,29.11430527,8,0,0,37.62997391,1
0,1,0.0,52.66158903,28.0078872,1,1,0,303.21104560000003,1
0,1,0.0,61.16906229,61.16906229,4,0,0,671.8686661,0
0,7,0.0,20.90622861,14.56594741,4,1,0,205.7045572,0
0,1,0.0,50.52844912,50.52844912,7,0,0,233.4727876,0
0,1,0.0,39.95255967,39.95255967,7,0,0,22.12692824,0
0,1,1.791759469,21.47211179,13.27538042,4,0,0,189.7925304,1
0,7,2.197224577,39.28354406,21.77412731,7,0,0,16.28050909,1
1,6,0.693147181,55.03080082,49.16632444,4,0,0,391.3341727,0
0,7,0.0,26.52236716,26.52236716,6,0,0,76.14771149,1
1,1,0.0,50.2415756,50.2415756,7,0,0,224.7883345,0
0,1,2.197224577,35.31827515,20.54820246,1,0,0,0.004850061,0
0,1,0.0,75.13483915,75.13483915,6,0,0,1590.909459,0
0,1,0.0,59.40314853,59.40314853,5,0,0,583.4406313999999,0
0,4,0.693147181,43.3155373,32.42162902,4,0,0,65.07494870000001,0
0,1,1.386294361,18.25624604,15.70217263,4,0,0,288.74120689999995,1
0,1,1.791759469,36.87255308,14.06739609,6,0,0,2.637117155,0
1,1,0.693147181,46.39972726,18.36979998,4,0,0,124.34690829999998,0
0,2,0.0,36.33127995,14.47693491,6,0,1,1.1721248990000002,1
0,1,0.0,47.90723376,47.90723376,7,0,0,160.24017890000002,0
0,1,0.693147181,24.60780287,21.38505159,6,0,0,113.22726090000002,1
0,1,0.0,65.88911704,65.88911704,7,0,0,938.8392763,0
0,1,1.098612289,35.21369854,27.87067058,7,0,0,0.001220401,1
0,1,0.0,33.3182024,33.3182024,7,0,0,3.726561432,0
0,1,0.0,18.26966075,18.26966075,5,0,0,288.28549100000004,0
1,1,1.945910149,41.28997807,17.64971319,1,0,0,36.49785302,0
0,6,0.0,37.27857464,37.27857464,7,0,0,4.120663976,0
0,1,0.0,19.27301534,19.27301534,1,0,0,255.2203523,0
1,1,1.791759469,38.68247104,24.96564818,7,0,0,11.79124522,1
0,1,0.693147181,46.89117043,37.69615823,2,0,0,135.5486831,0
0,4,1.098612289,49.04401282,43.85464196,6,0,0,190.3125107,0
0,7,0.0,20.94999743,20.94999743,4,0,0,204.4509726,1
0,1,1.945910149,21.21535548,18.04453051,8,0,0,196.9328717,1
0,1,0.0,46.03214424,46.03214424,7,0,0,116.2841195,0
0,3,0.0,21.64565021,21.64565021,1,0,0,185.0411347,1
0,6,0.0,19.49623546,19.49623546,6,0,0,248.1380213,0
1,3,0.0,24.99931554,24.99931554,4,0,0,105.0485038,0
0,2,1.791759469,19.0462474,15.16789515,8,0,0,262.5172917,1
0,6,1.609437912,34.50873995,15.31759221,1,0,0,0.547441382,0
1,1,0.693147181,44.04380561,27.27720739,1,0,0,77.35506528,0
0,1,0.0,20.06844627,20.06844627,5,0,0,230.4380623,0
0,1,0.0,55.04595121,55.04595121,7,0,0,391.9338174,0
0,1,0.693147181,20.10488925,17.31168853,1,0,0,229.3329679,1
0,1,0.693147181,23.31488507,17.79329227,5,0,0,142.4143343,0
0,1,0.0,24.11715064,24.11715064,4,0,0,123.9098945,0
0,1,0.0,21.10562689,21.10562689,8,0,0,200.0246155,1
0,1,0.693147181,24.68588112,23.26510264,7,0,0,111.5717225,1
0,1,1.098612289,56.20883299,30.94433674,4,0,0,439.3299932,0
0,1,1.098612289,30.98932777,15.36561915,4,0,0,18.14167912,1
0,1,1.791759469,22.62286105,16.69677228,1,0,0,159.4101115,0
0,7,0.693147181,33.75770021,17.22957532,7,0,0,2.222879921,0
0,6,0.0,28.30715108,28.30715108,4,0,0,48.18416806,1
0,1,0.0,75.07568411,75.07568411,1,0,0,1586.194019,0
1,1,0.0,56.60839975,56.60839975,8,0,0,456.2396454,0
0,1,1.098612289,23.91998866,21.38538593,7,0,0,128.3381775,1
0,1,1.098612289,23.97572686,17.37470451,1,0,0,127.0784077,0
0,1,0.0,28.68670222,28.68670222,4,0,0,43.05893257,0
1,3,2.079441542,43.14937239,28.39698836,4,0,0,62.42168643,0
0,1,2.397895273,24.38828694,14.15744417,4,0,0,117.9471116,1
0,2,0.0,27.67145791,27.67145791,5,0,0,57.41357897,1
0,7,1.098612289,39.46176712,31.89048597,7,0,0,17.75050101,1
0,1,1.386294361,26.64130517,21.09740969,4,0,0,74.08608848,1
0,1,1.098612289,37.73488548,22.0030772,7,0,0,6.181452519,1
0,1,0.0,30.39461822,30.39461822,4,0,0,23.56145726,0
0,1,0.0,44.25188227,44.25188227,5,0,0,81.05850155,1
0,1,0.0,28.49828884,28.49828884,7,0,0,45.56714317,0
1,1,0.0,39.08555784,39.08555784,1,0,0,14.72199395,0
0,1,1.098612289,18.05584015,16.6667206,6,0,0,295.59211830000004,0
0,3,0.0,29.90084582,13.3908282,4,0,1,28.59882531,1
0,1,1.386294361,25.26762491,17.91208904,6,0,0,99.62051787,1
0,5,1.098612289,40.84886123,31.32375086,1,0,0,31.36255872,0
0,1,2.302585093,46.25565661,17.66461328,8,0,0,121.1545737,1
0,4,0.0,63.92016326,63.92016326,4,0,0,822.0566602999999,1
0,1,1.098612289,24.15865148,21.08145106,4,0,0,122.987685,0
0,1,1.098612289,22.33812457,15.65558607,7,0,0,166.681222,0
0,1,0.0,20.77833777,20.77833777,7,0,0,209.3894375,0
0,1,0.0,42.42409242,13.32785763,5,1,0,51.48722117,1
1,1,0.0,30.79356405,30.79356405,4,0,0,19.84763729,0
0,1,0.693147181,41.56605065,33.57700205,8,0,0,39.90976864,0
0,3,0.693147181,23.79713502,22.11428791,7,0,0,131.1368009,1
0,1,2.197224577,34.58920713,14.78775446,1,0,0,0.434842176,1
0,1,0.693147181,18.32991102,16.17046005,4,0,0,286.24314580000004,0
0,2,0.693147181,50.21565373,36.6954141,1,0,0,224.0117162,0
0,1,0.0,18.02177279,18.02177279,5,0,0,296.7647049,1
0,1,2.079441542,57.58003378,35.26351814,5,0,0,498.6914709,0
0,1,0.0,18.55868542,18.55868542,8,0,0,278.55434269999995,1
0,1,1.609437912,61.24017885,36.90199239,1,0,0,675.5604672999999,0
0,7,2.397895273,39.75085558,20.0054757,8,0,0,20.27001019,1
0,1,0.693147181,19.33923923,18.69333619,5,0,0,253.1088028,1
0,1,1.945910149,35.92607803,27.78372823,4,0,0,0.4589320739999999,1
0,1,1.098612289,18.86136287,17.20055454,5,0,0,268.5426148,1
0,1,2.197224577,23.321013,14.055815300000004,1,0,0,142.2681133,1
0,4,0.0,44.35318275,18.28110249,4,1,0,82.89283031,0
1,1,0.0,26.79807162,26.79807162,1,0,0,71.41198378,0
1,1,0.0,35.36755647,35.36755647,4,0,0,0.014142845,1
0,1,1.791759469,19.05318339,14.52189615,1,0,0,262.2925809,1
0,6,0.0,36.45789113,36.45789113,7,0,0,1.462305764,0
0,1,0.0,32.95917104,11.89811503,4,1,0,5.241635028999999,0
0,1,0.0,34.77797342,34.77797342,1,0,0,0.221520227,0
0,1,2.079441542,43.39765033,16.20533881,7,0,0,66.40648712,1
0,1,0.693147181,18.91581109,17.271996100000003,5,0,0,266.7610642,1
0,1,0.0,44.24640657,19.67698241,7,1,0,80.95993332,1
0,1,1.386294361,35.35112936,16.73100616,7,0,0,0.010505551,1
0,1,0.0,21.60679136,21.60679136,7,0,0,186.0998372,1
0,3,2.302585093,32.14236824,17.72210815,6,0,0,9.648879343,1
0,7,1.945910149,36.31075871,34.13693846,8,0,0,1.128111501,1
0,7,0.0,37.62997804,37.62997804,8,0,0,5.670805281,0
0,1,2.397895273,29.44284736,12.24368371,7,0,0,33.70714421,0
0,4,0.0,42.14933981,16.81797165,4,0,1,47.61975762,1
0,1,0.0,21.71663244,21.71663244,6,0,0,183.1150329,0
0,1,1.945910149,24.95749712,18.1906112,4,0,0,105.9074731,1
0,1,1.386294361,55.13234815,28.26723027,1,0,0,395.3621372,0
1,3,2.079441542,41.19786416,27.01711157,4,0,0,35.39335409,1
0,1,1.098612289,34.43714899,17.13618891,7,0,0,0.658505928,0
0,1,2.302585093,21.62470708,17.29117427,1,0,0,185.6113514,1
1,1,0.0,29.88911704,29.88911704,1,0,0,28.72440886,0
0,1,0.0,57.54232271,37.3617823,8,1,0,497.0086108,0
0,1,0.0,22.88228924,22.88228924,6,0,0,152.9264523,0
0,7,0.0,43.38557422,43.38557422,1,0,0,66.20981611,0
0,4,0.0,39.15531694,39.15531694,5,0,0,15.26218121,0
0,1,0.0,27.9928113,27.9928113,7,0,0,52.64694519,0
1,1,0.0,18.14879645,18.14879645,7,0,0,292.4044021,0
0,1,0.0,19.91405541,19.91405541,7,0,0,235.1492629,0
0,5,0.0,29.93223363,29.93223363,1,0,0,28.26409985,0
0,1,0.693147181,42.79610059,17.5578371,1,0,0,56.96427046,0
0,3,1.386294361,32.15331964,24.91444216,7,0,0,9.580963366,0
1,2,0.0,28.4982839,28.4982839,4,0,0,45.56720991,0
0,1,0.0,20.41059897,20.41059897,8,0,0,220.1672472,0
0,1,2.079441542,38.82678699,17.56086201,4,0,0,12.80318757,1
0,1,0.693147181,25.374401100000004,22.68032255,1,0,0,97.50045123,0
1,3,0.693147181,27.97809719,26.85944406,4,0,0,52.86068761,0
1,1,1.945910149,34.4202601,26.4859405,4,0,0,0.686201292,1
0,1,0.0,20.45187597,20.45187597,5,0,0,218.944012,0
1,6,0.0,25.62354552,25.62354552,4,0,0,92.64230469,0
0,2,0.0,28.88627,15.14948104,4,0,1,40.47966012,1
0,1,0.0,23.92881588,23.92881588,4,0,0,128.1382545,0
0,1,1.098612289,54.57631759,34.19301848,4,0,0,373.5594004,1
0,1,0.0,25.94490332,25.94490332,8,0,0,86.55938174,0
0,1,0.0,30.20377795,30.20377795,7,0,0,25.4505602,0
0,7,0.0,41.0692167,41.0692167,7,0,0,33.87919728,0
0,5,0.0,30.50089646,30.50089646,7,0,0,22.54100014,1
1,1,1.098612289,26.29431896,14.9776554,7,0,0,80.17973587,0
0,1,0.693147181,20.25555438,17.10968705,7,0,0,224.7923996,0
0,6,0.693147181,27.86678695,26.749607,4,0,0,54.49164769,0
0,1,1.098612289,20.19699933,17.7286055,5,0,0,226.5516694,1
0,1,0.0,35.84668036,35.84668036,7,0,0,0.357660911,1
0,6,0.0,26.03148528,26.03148528,4,0,0,84.95580783,0
0,1,1.791759469,26.58307248,15.55939244,8,0,0,75.09193524,0
0,1,2.397895273,28.7289586,17.38809035,4,0,0,42.50615129,1
0,1,2.079441542,27.69657579,18.22367636,8,0,0,57.03356475,1
0,1,0.0,29.81425821,29.81425821,5,0,0,29.53242685,0
1,7,0.0,37.3263764,37.3263764,8,0,0,4.317018595,0
1,1,0.0,40.25462012,40.25462012,1,0,0,25.05990935,0
0,1,0.0,33.08449635,16.62422998,7,1,0,4.68348646,1
0,1,0.0,32.27850987,14.44661156,4,0,1,8.821630073,1
0,1,0.0,43.69842574,43.69842574,5,0,0,71.39900111,0
0,1,2.079441542,20.68644187,13.42197727,5,0,0,212.0574039,1
0,4,1.609437912,51.48510894,20.88797364,7,0,0,263.6231584,0
0,1,0.693147181,59.43052704,33.89795377,7,0,0,584.7640102000001,0
0,1,1.945910149,30.26225708,14.02600958,4,0,0,24.86394256,1
0,1,0.0,18.54593752,18.54593752,7,0,0,278.9800286,0
0,1,0.0,37.03458669,37.03458669,7,0,0,3.189631402,1
0,1,1.609437912,21.99863107,17.35450624,8,0,0,175.562545,1
0,1,0.0,36.3324743,36.3324743,7,0,0,1.174712458,1
0,1,1.609437912,21.37281035,15.69456755,7,0,0,192.5384478,1
0,5,1.945910149,18.70187033,15.81941146,8,0,0,273.7953475,1
0,1,0.693147181,35.28268309,26.93497604,7,0,0,0.001159424,0
0,6,0.693147181,32.0,20.11225188,6,0,0,10.55361489,0
0,4,0.693147181,25.95366539,24.92154708,7,0,0,86.3964186,1
0,4,0.693147181,35.90597745,23.00889802,8,0,0,0.432102025,0
0,7,0.0,38.14300153,38.14300153,4,0,0,8.377370486,0
0,1,0.693147181,48.08487337,21.95208761,4,0,0,164.7690728,1
1,1,0.0,34.275154,34.275154,8,0,0,0.947660914,0
1,4,0.0,18.83278041,18.83278041,4,0,0,269.4802089,1
0,1,0.0,23.00342231,23.00342231,5,0,0,149.94517919999998,0
0,1,1.386294361,56.25144361,33.90792649,8,0,0,441.1180632,1
0,1,0.0,38.959616700000005,38.959616700000005,7,0,0,13.77140171,0
0,1,0.0,19.84394251,19.84394251,7,0,0,237.30448230000005,0
0,1,0.693147181,45.00205339,25.229295,7,0,0,95.12921369,0
0,6,0.0,19.16809269,19.16809269,5,0,0,258.5837692,0
0,1,1.098612289,58.46468204,47.39234666,7,0,0,538.9849436000001,0
0,1,0.0,33.62573295,33.62573295,4,0,0,2.63380385,0
0,1,0.0,37.63850382,17.27036277,6,0,1,5.711483597999999,1
0,1,0.0,59.82145794,31.9304757,7,0,1,603.8237365,1
0,1,0.0,37.912439,14.97244182,1,0,1,7.095863617000001,1
0,1,0.693147181,56.83036603,40.005475700000005,7,0,0,465.7712103,1
1,1,0.0,19.32375086,19.32375086,4,0,0,253.6018641,0
0,1,0.0,18.1737435,18.1737435,4,0,0,291.55184360000004,0
0,1,1.098612289,29.75496235,21.92197125,4,0,0,30.18041467,0
0,1,0.0,28.61755213,13.90006845,7,1,0,43.97123054,1
0,3,2.197224577,32.93360712,17.59497012,1,0,0,5.359343782,1
1,1,0.0,18.75975359,18.75975359,7,0,0,271.88313660000006,0
0,1,0.0,48.84599589,48.84599589,7,0,0,184.8882838,0
0,1,0.693147181,36.11225188,19.87504861,7,0,0,0.745837966,1
1,3,0.0,53.21978148,53.21978148,8,0,0,322.9621858,0
0,2,1.098612289,20.84161394,16.37508556,5,0,0,207.5621917,0
0,1,0.0,42.97511496,15.84834145,2,1,0,59.69852705,1
0,1,0.0,20.89193095,20.89193095,4,0,0,206.1148874,0
0,1,1.098612289,22.13531422,20.23382849,6,0,0,171.9591235,1
0,1,0.693147181,35.04677818,33.95272248,8,0,0,0.0407452779999999,0
0,1,0.0,36.70857046,19.34347685,6,1,0,2.131418036,0
0,2,0.0,20.91991786,20.91991786,4,0,0,205.3120709,1
1,1,0.0,33.62354552,33.62354552,7,0,0,2.64090859,0
0,6,0.0,32.75605128,32.75605128,4,0,0,6.21296248,0
0,1,0.0,32.29764184,32.29764184,7,0,0,8.708347511,0
0,1,2.079441542,47.24709103,28.04140362,1,0,0,143.96300060000002,1
0,1,0.693147181,41.14989733,36.12384307,7,0,0,34.82492338,0
0,2,1.791759469,32.1670089,18.6036961,4,0,0,9.496405707,1
0,2,1.386294361,29.84257358,16.81326806,4,0,0,29.225476,0
0,1,0.0,28.10951403,28.10951403,5,0,0,50.96701641,0
1,4,0.0,27.00068446,27.00068446,6,0,0,68.02865133,0
0,1,0.693147181,27.41302273,18.49293812,6,0,0,61.3967848,0
0,1,0.0,49.92197125,49.92197125,7,0,0,215.3068621,0
0,6,0.0,36.1281209,36.1281209,7,0,0,0.7734993590000001,0
0,6,0.0,51.08555784,51.08555784,7,0,0,250.8081955,0
0,1,1.098612289,54.71578495,31.12739939,4,0,0,378.9700137,0
1,1,0.0,24.69267625,24.69267625,4,0,0,111.42821809999998,0
1,1,0.0,20.27926078,20.27926078,4,0,0,224.08209790000004,0
0,1,1.098612289,30.53742246,16.15085187,8,0,0,22.19550262,0
0,1,0.0,30.91854894,30.91854894,7,0,0,18.74962601,0
1,1,0.0,21.58795346,21.58795346,7,0,0,186.6141594,0
0,7,0.0,50.82819986,50.82819986,6,0,0,242.7229107,0
0,6,0.693147181,27.59753593,27.59231,5,0,0,58.53928284,0
0,1,2.302585093,21.43737166,14.34202994,4,0,0,190.7509334,1
0,7,1.609437912,26.38496676,15.06907246,4,0,0,78.56457521,0
0,1,0.0,18.93170349,18.93170349,5,0,0,266.2421813,1
0,1,0.693147181,22.77891855,16.35899314,5,0,0,155.49377280000002,0
0,5,2.079441542,37.34808119,17.70020534,4,0,0,4.407683661,1
1,1,1.098612289,47.42716775,31.7716199,7,0,0,148.3167142,1
0,1,1.098612289,52.08761123,15.88445547,4,0,0,283.5511953,0
0,3,0.0,40.32238928,24.01076584,7,1,0,25.74300511,1
1,1,0.0,45.47296372,45.47296372,5,0,0,104.5369434,0
0,6,0.0,19.57837098,19.57837098,4,0,0,245.5571047,0
1,1,2.079441542,32.01542956,32.01542956,6,0,0,10.45360299,1
0,5,1.386294361,41.85930654,26.64538891,7,0,0,43.70100763,1
1,7,0.0,49.81793292,49.81793292,4,0,0,212.2645068,0
0,7,0.0,34.36550308,34.36550308,4,0,0,0.779918055,0
0,6,0.0,38.50177076,38.50177076,7,0,0,10.58290678,0
0,1,1.386294361,26.53802634,20.94453932,8,0,0,75.87466445,0
0,1,0.693147181,20.72826831,19.70586138,6,0,0,210.8409842,0
0,1,0.0,19.49998501,19.49998501,6,0,0,248.0199063,1
0,1,0.0,33.71478325,18.03760498,4,0,1,2.352694349,1
1,1,0.0,20.99383984,20.99383984,7,0,0,203.1991217,0
0,1,0.0,30.62996226,30.62996226,8,0,0,21.33211731,0
0,1,1.945910149,40.89962887,24.10150569,7,0,0,31.93375688,0
1,1,0.0,25.94294547,25.94294547,7,0,0,86.59581616,0
0,1,0.0,21.29721348,21.29721348,4,0,0,194.6421004,1
0,1,0.693147181,58.13211508,47.05755878,6,0,0,523.6537627,1
0,2,0.0,27.87132947,27.87132947,8,0,0,54.42460397,0
0,4,0.0,52.30872886,20.54278652,4,0,1,291.0468786,1
0,1,1.098612289,30.582690000000003,23.49537427,5,0,0,21.77102194,0
0,1,1.098612289,56.03088682,28.48733744,1,0,0,431.9020834,0
0,5,1.098612289,20.46355803,17.28952772,8,0,0,218.5984351,1
0,1,0.0,20.91227121,20.91227121,7,0,0,205.5312628,0
0,1,0.693147181,19.59206023,16.94809894,3,0,0,245.1282637,0
0,7,0.693147181,49.20995003,38.59445452,8,0,0,194.9183795,0
